"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물소유구분명","급수시설구분명","년도","다중이용업소여부","시설총규모","위생업종명","위생업태명","총종업원수","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명","기준일"
"210","청춘꼬치","서울특별시 영등포구 여의도동 8번지 여의도 한강공원 이벤트광장(2016 서울 크리스마스 마켓) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도 한강공원 이벤트광장(2016 서울 크리스마스 마켓))","2016-07-19","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00251","영업","2018-04-26"
"211","치킨핏","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(87보6011))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00252","영업","2018-04-26"
"212","고기식당","","서울특별시 영등포구 여의동로 343 (여의도동 여의동한강공원 이벤트광장(90오8278))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00256","영업","2018-04-26"
"213","푸드트럭박선생","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(87나6530))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00257","영업","2018-04-26"
"214","익스트림커피","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(84저6608))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00258","영업","2018-04-26"
"215","찾아가는바베큐폭립","","서울특별시 영등포구 여의동로 343 (여의도동 여의도 한강공원 이벤트 광장(94보3029))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00259","영업","2018-04-26"
"216","오늘도달콤한여행중","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(84나7850))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00261","영업","2018-04-26"
"217","CAFE LA JOY","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(83주4819))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00262","영업","2018-04-26"
"218","피자카","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(80어6618))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00263","영업","2018-04-26"
"219","프랑스분식쉐니코","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(83어8788))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00265","영업","2018-04-26"
"220","앤디캔디솜사탕","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(88가2542))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00266","영업","2018-04-26"
"221","더그릴러즈","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(98도9905))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00267","영업","2018-04-26"
"222","더티댄싱","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(96구8691))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00268","영업","2018-04-26"
"223","사이언스푸드","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(96나4120))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00269","영업","2018-04-26"
"224","서울트럭","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(84서5280))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00270","영업","2018-04-26"
"225","스트릿스테이크","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(91라3668))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00271","영업","2018-04-26"
"226","시카고문스","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(83거4628))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00273","영업","2018-04-26"
"227","얼라이브(ALIVE)","","서울특별시 영등포구 여의동로 343 (여의도동 80우7863)","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00275","영업","2018-04-26"
"228","키친박스","서울특별시 영등포구 여의도동 8번지 물빛광장 97더5269 ","서울특별시 영등포구 여의동로 330 (여의도동 물빛광장 97더5269)","2016-07-19","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00276","영업","2018-04-26"
"229","청년컵밥","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(83모9592))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00277","영업","2018-04-26"
"230","온더웨이","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(95루9641))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00278","영업","2018-04-26"
"231","비따비","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(94가5833))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00279","영업","2018-04-26"
"232","푸드트럭 팩토리","서울특별시 서초구 서초동 700번지 예술의전당 계단 광장 ","서울특별시 서초구 남부순환로 2406 (서초동 예술의전당 계단 광장)","2016-07-01","운영중","","","","","10.00","137718","","","2016","N","10","휴게음식점","푸드트럭","","","201257.33892400000  ","442311.12846500000  ","3210000-104-2016-00265","영업","2018-04-26"
"233","건강이네","서울특별시 서초구 양재동 12-9번지 앞 양재역 5번 출구 뒤 ","","2016-12-29","운영중","","","","","10.00","137887","","","2016","N","10","휴게음식점","푸드트럭","","","203035.132757       ","442466.387592       ","3210000-104-2016-00486","영업","2018-04-26"
"234","로라 house(푸드트럭)","서울특별시 송파구 장지동 600-2번지 1층 ","","2017-01-17","운영중","","","","","3.30","138871","","","2017","N","3.3","휴게음식점","푸드트럭","","","211232.39037        ","440878.058652       ","3230000-104-2017-00020","영업","2018-04-26"
"235","서초강산","서울특별시 서초구 서초동 1318-8번지 강남역 9번10번 출구외2개소 ","","2017-03-02","운영중","","","","","10.00","137856","","","2017","Y","10","휴게음식점","푸드트럭","","","202305.702281       ","444007.896797       ","3210000-104-2017-00066","영업","2018-04-26"
"236","니나노 분식","서울특별시 서초구 방배동 493-3번지 하천 ","","2017-01-10","운영중","","","","","10.00","137822","","","2017","N","10","휴게음식점","푸드트럭","","","198388.761628       ","441766.727998       ","3210000-104-2017-00013","영업","2018-04-26"
"237","현주네","서울특별시 서초구 서초동 1318-8번지 강남역 9번 10번출구 외 2개소 ","서울특별시 서초구 강남대로 399 (서초동 강남역 9번 10번출구 외 2개소)","2017-01-10","운영중","","","","","10.00","137856","","","2017","N","10","휴게음식점","푸드트럭","","","202373.60862600000  ","444312.08637300000  ","3210000-104-2017-00016","영업","2018-04-26"
"238","화덕1번가","서울특별시 강남구 삼성동 159번지 ","서울특별시 강남구 영동대로 513 지상3층 (삼성동 코엑스 D1홀)","2017-02-15","운영중","","","","","9.00","135090","","","2017","N","9","휴게음식점","푸드트럭","","041-561-2249","205230.34201100000  ","445818.07172100000  ","3220000-104-2017-00091","영업","2018-04-26"
"239","엄지네","서울특별시 마포구 성산동 661번지 ","서울특별시 마포구 증산로 87 문화비축기지 내 (성산동)","2018-03-29","운영중","","","","","10.00","121250","","","2018","N","10","휴게음식점","푸드트럭","","","190726.82155000000  ","452316.92635700000  ","3130000-104-2018-00087","영업","2018-04-26"
"240","엽기터키","서울특별시 마포구 성산동 661번지 ","서울특별시 마포구 증산로 87 문화비축기지 내 (성산동)","2018-03-29","운영중","","","","","10.00","121250","","","2018","N","10","휴게음식점","푸드트럭","","","190726.82155000000  ","452316.92635700000  ","3130000-104-2018-00090","영업","2018-04-26"
"241","분홍부엌(Pink Kitchen)","서울특별시 마포구 성산동 661번지 ","서울특별시 마포구 증산로 87 문화비축기지 내 (성산동)","2018-03-29","운영중","","","","","10.00","121250","","","2018","N","10","휴게음식점","푸드트럭","","","190726.82155000000  ","452316.92635700000  ","3130000-104-2018-00091","영업","2018-04-26"
"242","쇼쿠지","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 DDP 팔거리광장 (을지로7가)","2018-03-27","운영중","","","","","10.00","100197","","","2018","N","10","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00066","영업","2018-04-26"
"243","소RIM사","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","2018-03-28","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00077","영업","2018-04-26"
"244","쉬림프킹","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","2018-03-28","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00078","영업","2018-04-26"
"245","미디움레어플리즈","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","2018-03-28","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00079","영업","2018-04-26"
"246","꼬치에반하나","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 (86거8506) ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장  (여의도동)","2018-03-28","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00080","영업","2018-04-26"
